Country Name,Country Code,Source,Year,Production
West Bank and Gaza,PSE,Oil,2003,0.0
Pacific island small states,PSS,Oil,2003,0.0
Post-demographic dividend,PST,Oil,2003,5.36
French Polynesia,PYF,Oil,2003,0.0
Qatar,QAT,Oil,2003,0.0
Romania,ROU,Oil,2003,6.59
Russian Federation,RUS,Oil,2003,2.96
Rwanda,RWA,Oil,2003,0.0
South Asia,SAS,Oil,2003,6.44
Saudi Arabia,SAU,Oil,2003,31.89
Sudan,SDN,Oil,2003,65.32
Senegal,SEN,Oil,2003,72.58
Singapore,SGP,Oil,2003,35.1
Solomon Islands,SLB,Oil,2003,0.0
Sierra Leone,SLE,Oil,2003,0.0
El Salvador,SLV,Oil,2003,42.74
San Marino,SMR,Oil,2003,0.0
Somalia,SOM,Oil,2003,0.0
Serbia,SRB,Oil,2003,0.76
Sub-Saharan Africa (excluding high income),SSA,Oil,2003,2.07
South Sudan,SSD,Oil,2003,0.0
Sub-Saharan Africa,SSF,Oil,2003,2.07
Small states,SST,Oil,2003,16.05
Sao Tome and Principe,STP,Oil,2003,0.0
Suriname,SUR,Oil,2003,27.39
Slovak Republic,SVK,Oil,2003,2.28
Slovenia,SVN,Oil,2003,0.36
Sweden,SWE,Oil,2003,2.86
Eswatini,SWZ,Oil,2003,0.0
Sint Maarten (Dutch part),SXM,Oil,2003,0.0
Seychelles,SYC,Oil,2003,0.0
Syrian Arab Republic,SYR,Oil,2003,41.78
Turks and Caicos Islands,TCA,Oil,2003,0.0
Chad,TCD,Oil,2003,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Oil,2003,4.28
Europe & Central Asia (IDA & IBRD countries),TEC,Oil,2003,3.55
Togo,TGO,Oil,2003,29.55
Thailand,THA,Oil,2003,2.7
Tajikistan,TJK,Oil,2003,0.0
Turkmenistan,TKM,Oil,2003,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil,2003,13.1
Timor-Leste,TLS,Oil,2003,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Oil,2003,28.11
Tonga,TON,Oil,2003,0.0
South Asia (IDA & IBRD),TSA,Oil,2003,6.44
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil,2003,2.07
Trinidad and Tobago,TTO,Oil,2003,0.09
Tunisia,TUN,Oil,2003,0.89
Turkiye,TUR,Oil,2003,6.54
Tuvalu,TUV,Oil,2003,0.0
Tanzania,TZA,Oil,2003,1.39
Uganda,UGA,Oil,2003,0.0
Ukraine,UKR,Oil,2003,0.36
Upper middle income,UMC,Oil,2003,5.94
Uruguay,URY,Oil,2003,0.13
United States,USA,Oil,2003,3.38
Uzbekistan,UZB,Oil,2003,8.59
St. Vincent and the Grenadines,VCT,Oil,2003,0.0
"Venezuela, RB",VEN,Oil,2003,16.58
British Virgin Islands,VGB,Oil,2003,0.0
Virgin Islands (U.S.),VIR,Oil,2003,0.0
Vietnam,VNM,Oil,2003,6.49
Vanuatu,VUT,Oil,2003,0.0
World,WLD,Oil,2003,6.58
Samoa,WSM,Oil,2003,0.0
Kosovo,XKX,Oil,2003,0.72
"Yemen, Rep.",YEM,Oil,2003,100.0
South Africa,ZAF,Oil,2003,0.0
Zambia,ZMB,Oil,2003,0.42
Zimbabwe,ZWE,Oil,2003,0.17
Aruba,ABW,Nuclear,2004,0.0
Africa Eastern and Southern,AFE,Nuclear,2004,4.09
Afghanistan,AFG,Nuclear,2004,0.0
Africa Western and Central,AFW,Nuclear,2004,0.0
Angola,AGO,Nuclear,2004,0.0
Albania,ALB,Nuclear,2004,0.0
Andorra,AND,Nuclear,2004,0.0
Arab World,ARB,Nuclear,2004,0.0
United Arab Emirates,ARE,Nuclear,2004,0.0
Argentina,ARG,Nuclear,2004,7.86
Armenia,ARM,Nuclear,2004,36.5
American Samoa,ASM,Nuclear,2004,0.0
Antigua and Barbuda,ATG,Nuclear,2004,0.0
Australia,AUS,Nuclear,2004,0.0
Austria,AUT,Nuclear,2004,0.0
Azerbaijan,AZE,Nuclear,2004,0.0
Burundi,BDI,Nuclear,2004,0.0
Belgium,BEL,Nuclear,2004,56.09
Benin,BEN,Nuclear,2004,0.0
Burkina Faso,BFA,Nuclear,2004,0.0
Bangladesh,BGD,Nuclear,2004,0.0
Bulgaria,BGR,Nuclear,2004,40.59
Bahrain,BHR,Nuclear,2004,0.0
"Bahamas, The",BHS,Nuclear,2004,0.0
Bosnia and Herzegovina,BIH,Nuclear,2004,0.0
Belarus,BLR,Nuclear,2004,0.0
Belize,BLZ,Nuclear,2004,0.0
Bermuda,BMU,Nuclear,2004,0.0
Bolivia,BOL,Nuclear,2004,0.0
Brazil,BRA,Nuclear,2004,3.0
Barbados,BRB,Nuclear,2004,0.0
Brunei Darussalam,BRN,Nuclear,2004,0.0
Bhutan,BTN,Nuclear,2004,0.0
Botswana,BWA,Nuclear,2004,0.0
Central African Republic,CAF,Nuclear,2004,0.0
Canada,CAN,Nuclear,2004,15.07
Central Europe and the Baltics,CEB,Nuclear,2004,21.28
Switzerland,CHE,Nuclear,2004,42.21
Channel Islands,CHI,Nuclear,2004,0.0
Chile,CHL,Nuclear,2004,0.0
China,CHN,Nuclear,2004,2.29
Cote d'Ivoire,CIV,Nuclear,2004,0.0
Cameroon,CMR,Nuclear,2004,0.0
"Congo, Dem. Rep.",COD,Nuclear,2004,0.0
"Congo, Rep.",COG,Nuclear,2004,0.0
Colombia,COL,Nuclear,2004,0.0
Comoros,COM,Nuclear,2004,0.0
Cabo Verde,CPV,Nuclear,2004,0.0
Costa Rica,CRI,Nuclear,2004,0.0
Caribbean small states,CSS,Nuclear,2004,0.0
Cuba,CUB,Nuclear,2004,0.0
Curacao,CUW,Nuclear,2004,0.0
Cayman Islands,CYM,Nuclear,2004,0.0
Cyprus,CYP,Nuclear,2004,0.0
Czech Republic,CZE,Nuclear,2004,31.42
Germany,DEU,Nuclear,2004,27.34
Djibouti,DJI,Nuclear,2004,0.0
Dominica,DMA,Nuclear,2004,0.0
Denmark,DNK,Nuclear,2004,0.0
Dominican Republic,DOM,Nuclear,2004,0.0
Algeria,DZA,Nuclear,2004,0.0
East Asia & Pacific (excluding high income),EAP,Nuclear,2004,1.89
Early-demographic dividend,EAR,Nuclear,2004,1.89
East Asia & Pacific,EAS,Nuclear,2004,10.64
Europe & Central Asia (excluding high income),ECA,Nuclear,2004,15.61
Europe & Central Asia,ECS,Nuclear,2004,25.27
Ecuador,ECU,Nuclear,2004,0.0
"Egypt, Arab Rep.",EGY,Nuclear,2004,0.0
Euro area,EMU,Nuclear,2004,34.31
Eritrea,ERI,Nuclear,2004,0.0
Spain,ESP,Nuclear,2004,22.99
Estonia,EST,Nuclear,2004,0.0
Ethiopia,ETH,Nuclear,2004,0.0
European Union,EUU,Nuclear,2004,32.26
Fragile and conflict affected situations,FCS,Nuclear,2004,0.68
Finland,FIN,Nuclear,2004,26.46
Fiji,FJI,Nuclear,2004,0.0
France,FRA,Nuclear,2004,78.82
Faroe Islands,FRO,Nuclear,2004,0.0
"Micronesia, Fed. Sts.",FSM,Nuclear,2004,0.0
Gabon,GAB,Nuclear,2004,0.0
United Kingdom,GBR,Nuclear,2004,20.45
Georgia,GEO,Nuclear,2004,0.0
Ghana,GHA,Nuclear,2004,0.0
Gibraltar,GIB,Nuclear,2004,0.0
Guinea,GIN,Nuclear,2004,0.0
"Gambia, The",GMB,Nuclear,2004,0.0
Guinea-Bissau,GNB,Nuclear,2004,0.0
Equatorial Guinea,GNQ,Nuclear,2004,0.0
Greece,GRC,Nuclear,2004,0.0
Grenada,GRD,Nuclear,2004,0.0
Greenland,GRL,Nuclear,2004,0.0
Guatemala,GTM,Nuclear,2004,0.0
Guam,GUM,Nuclear,2004,0.0
Guyana,GUY,Nuclear,2004,0.0
High income,HIC,Nuclear,2004,22.29
"Hong Kong SAR, China",HKG,Nuclear,2004,0.0
Honduras,HND,Nuclear,2004,0.0
Heavily indebted poor countries (HIPC),HPC,Nuclear,2004,0.0
Croatia,HRV,Nuclear,2004,0.0
Haiti,HTI,Nuclear,2004,0.0
Hungary,HUN,Nuclear,2004,35.35
IBRD only,IBD,Nuclear,2004,5.37
IDA & IBRD total,IBT,Nuclear,2004,5.11
IDA total,IDA,Nuclear,2004,0.72
IDA blend,IDB,Nuclear,2004,1.5
Indonesia,IDN,Nuclear,2004,0.0
IDA only,IDX,Nuclear,2004,0.0
Isle of Man,IMN,Nuclear,2004,0.0
India,IND,Nuclear,2004,2.49
Not classified,INX,Nuclear,2004,0.0
Ireland,IRL,Nuclear,2004,0.0
"Iran, Islamic Rep.",IRN,Nuclear,2004,0.0
Iraq,IRQ,Nuclear,2004,0.0
Iceland,ISL,Nuclear,2004,0.0
Israel,ISR,Nuclear,2004,0.0
Italy,ITA,Nuclear,2004,0.0
Jamaica,JAM,Nuclear,2004,0.0
Jordan,JOR,Nuclear,2004,0.0
Japan,JPN,Nuclear,2004,25.45
Kazakhstan,KAZ,Nuclear,2004,0.0
Kenya,KEN,Nuclear,2004,0.0
Kyrgyz Republic,KGZ,Nuclear,2004,0.0
Cambodia,KHM,Nuclear,2004,0.0
Kiribati,KIR,Nuclear,2004,0.0
St. Kitts and Nevis,KNA,Nuclear,2004,0.0
"Korea, Rep.",KOR,Nuclear,2004,35.65
Kuwait,KWT,Nuclear,2004,0.0
Latin America & Caribbean (excluding high income),LAC,Nuclear,2004,3.07
Lao PDR,LAO,Nuclear,2004,0.0
Lebanon,LBN,Nuclear,2004,0.0
Liberia,LBR,Nuclear,2004,0.0
Libya,LBY,Nuclear,2004,0.0
St. Lucia,LCA,Nuclear,2004,0.0
Latin America & Caribbean,LCN,Nuclear,2004,2.55
Least developed countries: UN classification,LDC,Nuclear,2004,0.0
Low income,LIC,Nuclear,2004,0.0
Liechtenstein,LIE,Nuclear,2004,0.0
Sri Lanka,LKA,Nuclear,2004,0.0
Lower middle income,LMC,Nuclear,2004,6.13
Low & middle income,LMY,Nuclear,2004,5.29
Lesotho,LSO,Nuclear,2004,0.0
Late-demographic dividend,LTE,Nuclear,2004,5.04
Lithuania,LTU,Nuclear,2004,80.54
Luxembourg,LUX,Nuclear,2004,0.0
Latvia,LVA,Nuclear,2004,0.0
"Macao SAR, China",MAC,Nuclear,2004,0.0
St. Martin (French part),MAF,Nuclear,2004,0.0
Morocco,MAR,Nuclear,2004,0.0
Monaco,MCO,Nuclear,2004,0.0
Moldova,MDA,Nuclear,2004,0.0
Madagascar,MDG,Nuclear,2004,0.0
Maldives,MDV,Nuclear,2004,0.0
Middle East & North Africa,MEA,Nuclear,2004,0.0
Mexico,MEX,Nuclear,2004,3.87
Marshall Islands,MHL,Nuclear,2004,0.0
Middle income,MIC,Nuclear,2004,5.4
North Macedonia,MKD,Nuclear,2004,0.0
Mali,MLI,Nuclear,2004,0.0
Malta,MLT,Nuclear,2004,0.0
Myanmar,MMR,Nuclear,2004,0.0
Middle East & North Africa (excluding high income),MNA,Nuclear,2004,0.0
Montenegro,MNE,Nuclear,2004,0.0
Mongolia,MNG,Nuclear,2004,0.0
Northern Mariana Islands,MNP,Nuclear,2004,0.0
Mozambique,MOZ,Nuclear,2004,0.0
Mauritania,MRT,Nuclear,2004,0.0
Mauritius,MUS,Nuclear,2004,0.0
Malawi,MWI,Nuclear,2004,0.0
Malaysia,MYS,Nuclear,2004,0.0
North America,NAC,Nuclear,2004,19.03
Namibia,NAM,Nuclear,2004,0.0
New Caledonia,NCL,Nuclear,2004,0.0
Niger,NER,Nuclear,2004,0.0
Nigeria,NGA,Nuclear,2004,0.0
Nicaragua,NIC,Nuclear,2004,0.0
Netherlands,NLD,Nuclear,2004,3.78
Norway,NOR,Nuclear,2004,0.0
Nepal,NPL,Nuclear,2004,0.0
Nauru,NRU,Nuclear,2004,0.0
New Zealand,NZL,Nuclear,2004,0.0
OECD members,OED,Nuclear,2004,22.55
Oman,OMN,Nuclear,2004,0.0
Other small states,OSS,Nuclear,2004,0.0
Pakistan,PAK,Nuclear,2004,3.26
Panama,PAN,Nuclear,2004,0.0
Peru,PER,Nuclear,2004,0.0
Philippines,PHL,Nuclear,2004,0.0
Palau,PLW,Nuclear,2004,0.0
Papua New Guinea,PNG,Nuclear,2004,0.0
Poland,POL,Nuclear,2004,0.0
Pre-demographic dividend,PRE,Nuclear,2004,0.0
Puerto Rico,PRI,Nuclear,2004,0.0
"Korea, Dem. People's Rep.",PRK,Nuclear,2004,0.0
Portugal,PRT,Nuclear,2004,0.0
Paraguay,PRY,Nuclear,2004,0.0
West Bank and Gaza,PSE,Nuclear,2004,0.0
Pacific island small states,PSS,Nuclear,2004,0.0
Post-demographic dividend,PST,Nuclear,2004,24.22
French Polynesia,PYF,Nuclear,2004,0.0
Qatar,QAT,Nuclear,2004,0.0
Romania,ROU,Nuclear,2004,9.82
Russian Federation,RUS,Nuclear,2004,15.56
Rwanda,RWA,Nuclear,2004,0.0
South Asia,SAS,Nuclear,2004,2.44
Saudi Arabia,SAU,Nuclear,2004,0.0
Sudan,SDN,Nuclear,2004,0.0
Senegal,SEN,Nuclear,2004,0.0
Singapore,SGP,Nuclear,2004,0.0
Solomon Islands,SLB,Nuclear,2004,0.0
Sierra Leone,SLE,Nuclear,2004,0.0
El Salvador,SLV,Nuclear,2004,0.0
San Marino,SMR,Nuclear,2004,0.0
Somalia,SOM,Nuclear,2004,0.0
Serbia,SRB,Nuclear,2004,0.0
Sub-Saharan Africa (excluding high income),SSA,Nuclear,2004,3.53
South Sudan,SSD,Nuclear,2004,0.0
Sub-Saharan Africa,SSF,Nuclear,2004,3.53
Small states,SST,Nuclear,2004,0.0
Sao Tome and Principe,STP,Nuclear,2004,0.0
Suriname,SUR,Nuclear,2004,0.0
Slovak Republic,SVK,Nuclear,2004,55.9
Slovenia,SVN,Nuclear,2004,35.75
Sweden,SWE,Nuclear,2004,51.09
Eswatini,SWZ,Nuclear,2004,0.0
Sint Maarten (Dutch part),SXM,Nuclear,2004,0.0
Seychelles,SYC,Nuclear,2004,0.0
Syrian Arab Republic,SYR,Nuclear,2004,0.0
Turks and Caicos Islands,TCA,Nuclear,2004,0.0
Chad,TCD,Nuclear,2004,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Nuclear,2004,1.9
Europe & Central Asia (IDA & IBRD countries),TEC,Nuclear,2004,14.01
Togo,TGO,Nuclear,2004,0.0
Thailand,THA,Nuclear,2004,0.0
Tajikistan,TJK,Nuclear,2004,0.0
Turkmenistan,TKM,Nuclear,2004,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Nuclear,2004,2.64
Timor-Leste,TLS,Nuclear,2004,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Nuclear,2004,0.0
Tonga,TON,Nuclear,2004,0.0
South Asia (IDA & IBRD),TSA,Nuclear,2004,2.44
Sub-Saharan Africa (IDA & IBRD countries),TSS,Nuclear,2004,3.53
Trinidad and Tobago,TTO,Nuclear,2004,0.0
Tunisia,TUN,Nuclear,2004,0.0
Turkiye,TUR,Nuclear,2004,0.0
Tuvalu,TUV,Nuclear,2004,0.0
Tanzania,TZA,Nuclear,2004,0.0
Uganda,UGA,Nuclear,2004,0.0
Ukraine,UKR,Nuclear,2004,47.81
Upper middle income,UMC,Nuclear,2004,5.14
Uruguay,URY,Nuclear,2004,0.0
United States,USA,Nuclear,2004,19.61
Uzbekistan,UZB,Nuclear,2004,0.0
St. Vincent and the Grenadines,VCT,Nuclear,2004,0.0
"Venezuela, RB",VEN,Nuclear,2004,0.0
British Virgin Islands,VGB,Nuclear,2004,0.0
Virgin Islands (U.S.),VIR,Nuclear,2004,0.0
Vietnam,VNM,Nuclear,2004,0.0
Vanuatu,VUT,Nuclear,2004,0.0
World,WLD,Nuclear,2004,15.55
Samoa,WSM,Nuclear,2004,0.0
Kosovo,XKX,Nuclear,2004,0.0
"Yemen, Rep.",YEM,Nuclear,2004,0.0
South Africa,ZAF,Nuclear,2004,5.55
Zambia,ZMB,Nuclear,2004,0.0
Zimbabwe,ZWE,Nuclear,2004,0.0
Aruba,ABW,Oil,2004,0.0
Africa Eastern and Southern,AFE,Oil,2004,2.03
Afghanistan,AFG,Oil,2004,0.0
Africa Western and Central,AFW,Oil,2004,4.96
Angola,AGO,Oil,2004,21.59
Albania,ALB,Oil,2004,2.5
Andorra,AND,Oil,2004,0.0
Arab World,ARB,Oil,2004,31.52
United Arab Emirates,ARE,Oil,2004,2.34
Argentina,ARG,Oil,2004,4.03
Armenia,ARM,Oil,2004,0.0
American Samoa,ASM,Oil,2004,0.0
Antigua and Barbuda,ATG,Oil,2004,0.0
Australia,AUS,Oil,2004,0.61
Austria,AUT,Oil,2004,2.94
Azerbaijan,AZE,Oil,2004,28.27
Burundi,BDI,Oil,2004,0.0
Belgium,BEL,Oil,2004,1.99
Benin,BEN,Oil,2004,98.77
Burkina Faso,BFA,Oil,2004,0.0
Bangladesh,BGD,Oil,2004,5.86
Bulgaria,BGR,Oil,2004,1.98
Bahrain,BHR,Oil,2004,0.0
"Bahamas, The",BHS,Oil,2004,0.0
Bosnia and Herzegovina,BIH,Oil,2004,1.04
Belarus,BLR,Oil,2004,4.85
Belize,BLZ,Oil,2004,0.0
Bermuda,BMU,Oil,2004,0.0
Bolivia,BOL,Oil,2004,1.26
Brazil,BRA,Oil,2004,3.13
Barbados,BRB,Oil,2004,0.0
Brunei Darussalam,BRN,Oil,2004,0.89
Bhutan,BTN,Oil,2004,0.0
Botswana,BWA,Oil,2004,5.24
Central African Republic,CAF,Oil,2004,0.0
Canada,CAN,Oil,2004,3.87
Central Europe and the Baltics,CEB,Oil,2004,2.13
Switzerland,CHE,Oil,2004,0.32
Channel Islands,CHI,Oil,2004,0.0
Chile,CHL,Oil,2004,5.54
China,CHN,Oil,2004,2.97
Cote d'Ivoire,CIV,Oil,2004,0.15
Cameroon,CMR,Oil,2004,4.62
"Congo, Dem. Rep.",COD,Oil,2004,0.11
"Congo, Rep.",COG,Oil,2004,0.0
Colombia,COL,Oil,2004,0.23
Comoros,COM,Oil,2004,0.0
Cabo Verde,CPV,Oil,2004,0.0
Costa Rica,CRI,Oil,2004,0.8
Caribbean small states,CSS,Oil,2004,0.0
Cuba,CUB,Oil,2004,29.42
Curacao,CUW,Oil,2004,0.0
Cayman Islands,CYM,Oil,2004,0.0
Cyprus,CYP,Oil,2004,100.0
Czech Republic,CZE,Oil,2004,0.42
Germany,DEU,Oil,2004,1.76
Djibouti,DJI,Oil,2004,0.0
Dominica,DMA,Oil,2004,0.0
Denmark,DNK,Oil,2004,4.05
Dominican Republic,DOM,Oil,2004,67.93
Algeria,DZA,Oil,2004,2.2
East Asia & Pacific (excluding high income),EAP,Oil,2004,4.63
Early-demographic dividend,EAR,Oil,2004,13.16
East Asia & Pacific,EAS,Oil,2004,6.75
Europe & Central Asia (excluding high income),ECA,Oil,2004,2.88
Europe & Central Asia,ECS,Oil,2004,3.8
Ecuador,ECU,Oil,2004,32.81
"Egypt, Arab Rep.",EGY,Oil,2004,13.06
Euro area,EMU,Oil,2004,5.65
Eritrea,ERI,Oil,2004,99.65
Spain,ESP,Oil,2004,8.62
Estonia,EST,Oil,2004,0.41
Ethiopia,ETH,Oil,2004,0.71
European Union,EUU,Oil,2004,4.95
Fragile and conflict affected situations,FCS,Oil,2004,30.31
Finland,FIN,Oil,2004,0.72
Fiji,FJI,Oil,2004,0.0
France,FRA,Oil,2004,1.15
Faroe Islands,FRO,Oil,2004,0.0
"Micronesia, Fed. Sts.",FSM,Oil,2004,0.0
Gabon,GAB,Oil,2004,20.71
United Kingdom,GBR,Oil,2004,1.19
Georgia,GEO,Oil,2004,0.61
Ghana,GHA,Oil,2004,0.0
Gibraltar,GIB,Oil,2004,100.0
Guinea,GIN,Oil,2004,0.0
"Gambia, The",GMB,Oil,2004,0.0
Guinea-Bissau,GNB,Oil,2004,0.0
Equatorial Guinea,GNQ,Oil,2004,0.0
Greece,GRC,Oil,2004,14.26
Grenada,GRD,Oil,2004,0.0
Greenland,GRL,Oil,2004,0.0
Guatemala,GTM,Oil,2004,28.38
Guam,GUM,Oil,2004,0.0
Guyana,GUY,Oil,2004,0.0
High income,HIC,Oil,2004,5.61
"Hong Kong SAR, China",HKG,Oil,2004,0.64
Honduras,HND,Oil,2004,70.03
Heavily indebted poor countries (HIPC),HPC,Oil,2004,13.0
Croatia,HRV,Oil,2004,11.99
Haiti,HTI,Oil,2004,52.47
Hungary,HUN,Oil,2004,2.29
IBRD only,IBD,Oil,2004,6.52
IDA & IBRD total,IBT,Oil,2004,6.87
IDA total,IDA,Oil,2004,13.33
IDA blend,IDB,Oil,2004,10.21
Indonesia,IDN,Oil,2004,29.94
IDA only,IDX,Oil,2004,16.06
Isle of Man,IMN,Oil,2004,0.0
India,IND,Oil,2004,4.13
Not classified,INX,Oil,2004,0.0
Ireland,IRL,Oil,2004,12.73
"Iran, Islamic Rep.",IRN,Oil,2004,16.2
Iraq,IRQ,Oil,2004,92.59
Iceland,ISL,Oil,2004,0.05
Israel,ISR,Oil,2004,13.3
Italy,ITA,Oil,2004,19.51
Jamaica,JAM,Oil,2004,96.72
Jordan,JOR,Oil,2004,49.18
Japan,JPN,Oil,2004,12.6
Kazakhstan,KAZ,Oil,2004,1.74
Kenya,KEN,Oil,2004,25.01
Kyrgyz Republic,KGZ,Oil,2004,0.0
Cambodia,KHM,Oil,2004,94.85
Kiribati,KIR,Oil,2004,0.0
St. Kitts and Nevis,KNA,Oil,2004,0.0
"Korea, Rep.",KOR,Oil,2004,7.55
Kuwait,KWT,Oil,2004,72.3
Latin America & Caribbean (excluding high income),LAC,Oil,2004,13.14
Lao PDR,LAO,Oil,2004,0.0
Lebanon,LBN,Oil,2004,90.93
Liberia,LBR,Oil,2004,0.0
Libya,LBY,Oil,2004,80.73
St. Lucia,LCA,Oil,2004,0.0
Latin America & Caribbean,LCN,Oil,2004,12.57
Least developed countries: UN classification,LDC,Oil,2004,13.09
Low income,LIC,Oil,2004,0.0
Liechtenstein,LIE,Oil,2004,0.0
Sri Lanka,LKA,Oil,2004,63.86
Lower middle income,LMC,Oil,2004,9.65
Low & middle income,LMY,Oil,2004,6.94
Lesotho,LSO,Oil,2004,0.0
Late-demographic dividend,LTE,Oil,2004,4.37
Lithuania,LTU,Oil,2004,1.24
Luxembourg,LUX,Oil,2004,0.03
Latvia,LVA,Oil,2004,1.28
"Macao SAR, China",MAC,Oil,2004,0.0
St. Martin (French part),MAF,Oil,2004,0.0
Morocco,MAR,Oil,2004,18.37
Monaco,MCO,Oil,2004,0.0
Moldova,MDA,Oil,2004,0.21
Madagascar,MDG,Oil,2004,0.0
Maldives,MDV,Oil,2004,0.0
Middle East & North Africa,MEA,Oil,2004,27.3
Mexico,MEX,Oil,2004,28.89
Marshall Islands,MHL,Oil,2004,0.0
Middle income,MIC,Oil,2004,6.73
North Macedonia,MKD,Oil,2004,0.36
Mali,MLI,Oil,2004,0.0
Malta,MLT,Oil,2004,100.0
Myanmar,MMR,Oil,2004,0.59
Middle East & North Africa (excluding high income),MNA,Oil,2004,28.16
Montenegro,MNE,Oil,2004,0.0
Mongolia,MNG,Oil,2004,3.39
Northern Mariana Islands,MNP,Oil,2004,0.0
Mozambique,MOZ,Oil,2004,0.33
Mauritania,MRT,Oil,2004,0.0
Mauritius,MUS,Oil,2004,50.95
Malawi,MWI,Oil,2004,0.0
Malaysia,MYS,Oil,2004,3.03
North America,NAC,Oil,2004,3.42
Namibia,NAM,Oil,2004,0.15
New Caledonia,NCL,Oil,2004,0.0
Niger,NER,Oil,2004,25.37
Nigeria,NGA,Oil,2004,0.0
Nicaragua,NIC,Oil,2004,72.28
Netherlands,NLD,Oil,2004,2.4
Norway,NOR,Oil,2004,0.03
Nepal,NPL,Oil,2004,0.58
Nauru,NRU,Oil,2004,0.0
New Zealand,NZL,Oil,2004,0.06
OECD members,OED,Oil,2004,5.33
Oman,OMN,Oil,2004,18.0
Other small states,OSS,Oil,2004,10.83
Pakistan,PAK,Oil,2004,15.78
Panama,PAN,Oil,2004,33.99
Peru,PER,Oil,2004,13.72
Philippines,PHL,Oil,2004,15.2
Palau,PLW,Oil,2004,0.0
Papua New Guinea,PNG,Oil,2004,0.0
Poland,POL,Oil,2004,1.91
Pre-demographic dividend,PRE,Oil,2004,29.76
Puerto Rico,PRI,Oil,2004,0.0
"Korea, Dem. People's Rep.",PRK,Oil,2004,4.53
Portugal,PRT,Oil,2004,12.71
Paraguay,PRY,Oil,2004,0.0
West Bank and Gaza,PSE,Oil,2004,0.0
Pacific island small states,PSS,Oil,2004,0.0
Post-demographic dividend,PST,Oil,2004,4.83
French Polynesia,PYF,Oil,2004,0.0
Qatar,QAT,Oil,2004,0.0
Romania,ROU,Oil,2004,3.89
Russian Federation,RUS,Oil,2004,2.57
Rwanda,RWA,Oil,2004,0.0
South Asia,SAS,Oil,2004,5.97
Saudi Arabia,SAU,Oil,2004,30.06
Sudan,SDN,Oil,2004,68.07
Senegal,SEN,Oil,2004,75.31
Singapore,SGP,Oil,2004,27.2
Solomon Islands,SLB,Oil,2004,0.0
Sierra Leone,SLE,Oil,2004,0.0
El Salvador,SLV,Oil,2004,45.36
San Marino,SMR,Oil,2004,0.0
Somalia,SOM,Oil,2004,0.0
Serbia,SRB,Oil,2004,0.39
Sub-Saharan Africa (excluding high income),SSA,Oil,2004,2.4
South Sudan,SSD,Oil,2004,0.0
Sub-Saharan Africa,SSF,Oil,2004,2.4
Small states,SST,Oil,2004,16.03
Sao Tome and Principe,STP,Oil,2004,0.0
Suriname,SUR,Oil,2004,34.4
Slovak Republic,SVK,Oil,2004,2.42
Slovenia,SVN,Oil,2004,0.28
Sweden,SWE,Oil,2004,1.29
Eswatini,SWZ,Oil,2004,0.0
Sint Maarten (Dutch part),SXM,Oil,2004,0.0
Seychelles,SYC,Oil,2004,0.0
Syrian Arab Republic,SYR,Oil,2004,45.8
Turks and Caicos Islands,TCA,Oil,2004,0.0
Chad,TCD,Oil,2004,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Oil,2004,4.63
Europe & Central Asia (IDA & IBRD countries),TEC,Oil,2004,2.9
Togo,TGO,Oil,2004,55.38
Thailand,THA,Oil,2004,6.16
Tajikistan,TJK,Oil,2004,0.0
Turkmenistan,TKM,Oil,2004,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil,2004,12.55
Timor-Leste,TLS,Oil,2004,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Oil,2004,28.47
Tonga,TON,Oil,2004,0.0
South Asia (IDA & IBRD),TSA,Oil,2004,5.97
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil,2004,2.4
Trinidad and Tobago,TTO,Oil,2004,0.14
Tunisia,TUN,Oil,2004,1.27
Turkiye,TUR,Oil,2004,5.09
Tuvalu,TUV,Oil,2004,0.0
Tanzania,TZA,Oil,2004,26.39
Uganda,UGA,Oil,2004,0.0
Ukraine,UKR,Oil,2004,0.31
Upper middle income,UMC,Oil,2004,5.71
Uruguay,URY,Oil,2004,18.38
United States,USA,Oil,2004,3.35
Uzbekistan,UZB,Oil,2004,7.86
St. Vincent and the Grenadines,VCT,Oil,2004,0.0
"Venezuela, RB",VEN,Oil,2004,12.54
British Virgin Islands,VGB,Oil,2004,0.0
Virgin Islands (U.S.),VIR,Oil,2004,0.0
Vietnam,VNM,Oil,2004,3.65
Vanuatu,VUT,Oil,2004,0.0
World,WLD,Oil,2004,6.17
Samoa,WSM,Oil,2004,0.0
Kosovo,XKX,Oil,2004,0.64
"Yemen, Rep.",YEM,Oil,2004,100.0
South Africa,ZAF,Oil,2004,0.0
Zambia,ZMB,Oil,2004,0.41
Zimbabwe,ZWE,Oil,2004,0.22
Aruba,ABW,Nuclear,2005,0.0
